"ticker","market_cap","volatility","total_return","rd_expense","patent_activity","rd_intensity","revenue_growth","industry","innovation_score","innovation_quartile","innovation_label","n_obs","first_date","last_date","n_funds","total_fund_weight","total_position_value","avg_dumac_allocation","latest_holdings_date","fund_names","in_portfolio","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_balanced_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","anomaly_score","is_anomaly","strategic_profile"
"MSFT US",61918040469,0.186061249718149,0.162072094,32488,0,0.00000052469360712837,0.1493215623,"Software & Services",0.725,3,"Strong",200,"2019-01-01","2019-10-07",7,0.625826236,115292261.384,0.013157895,"12/31/2024","Jones Road Capital Management LP (Blackwell-Series A); The Children's Investment Fund; BWCP, LP (Blackwell Series - A); Gladstone Capital Management LLP (Blackwell - Series E); Stony Point Capital LLC (Blackwell - Series E); Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,1.4,1.015,4,"AI Leader",0,0.568092312682505,0.379787227376431,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.144700019256141,FALSE,"AI Pioneer"
"MU US",18314721250,0.216401851385454,0.138123731,3798,0,0.000000207374163557089,0.4885110111,"Semiconductors & Semiconductor",0.65,3,"Strong",200,"2019-01-01","2019-10-07",3,0.05457253,10415172.00297,0.013157895,"12/31/2024","Maso Capital Partners Limited (Blackwell - Series A); Parsifal Capital Management (Blackwell - Series A); Numerai GP LLC (Blackwell - Series A)",TRUE,1.5,0.975,4,"AI Leader",0,0.049538087400726,0.0331177388664433,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.464156262061574,FALSE,"Balanced Performer"
"NEE US",18297268247,0.229420771371022,0.175595803,548918047.41,0,0.03,-0.1195489792,"Utilities",0.65,3,"Strong",200,"2019-01-01","2019-10-07",1,-0.003078874,-34951.0008,0.013157895,"12/31/2024","Jones Road Capital Management LP (Blackwell-Series A)",TRUE,0.5,0.325,1,"AI Laggard",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.48801932503439,FALSE,"Underperformer"
"NET US",99718685154,0.29516253581252,0.0442199679999999,421.374,0,0.00000000422562731697929,0.2875515232,"Software & Services",0.475,1,"Emerging",200,"2019-01-01","2019-10-07",5,0.021083318,3593002.54676,0.013157895,"12/31/2024","Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A); Maso Capital Partners Limited (Blackwell - Series A); Stony Point Capital LLC (Blackwell - Series E); Direct: Short Strategy 1a (Blackwell)",TRUE,1.4,0.665,2,"AI Follower",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.217631611037625,FALSE,"Underperformer"
"NET US",99718685154,0.29516253581252,0.0442199679999999,421.374,0,0.00000000422562731697929,0.2875515232,"Software & Services",0.475,1,"Emerging",200,"2019-01-01","2019-10-07",5,0.021083318,3593002.54676,0.013157895,"12/31/2024","Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A); Maso Capital Partners Limited (Blackwell - Series A); Stony Point Capital LLC (Blackwell - Series E); Direct: Short Strategy 1a (Blackwell)",TRUE,1.4,0.665,2,"AI Follower",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.217631611037625,FALSE,"Underperformer"
"NVDA US",45080602241,0.231337438427348,0.52970259,12914,171,0.000000286464673452276,1.142034076,"Semiconductors & Semiconductor",0.8,4,"Leader",200,"2019-01-01","2019-10-07",5,0.105607354,12282464.76472,0.013157895,"12/31/2024","Gladstone Capital Management LLP (Blackwell - Series E); Orso Partners, LP (Blackwell - Series A); Stony Point Capital LLC (Blackwell - Series E); Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,1.5,1.2,4,"AI Leader",0.137734738609682,0.0958648303938156,0.0640885949789763,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.71855864104897,TRUE,"AI Pioneer"
"NVDA US",45080602241,0.231337438427348,0.52970259,12914,171,0.000000286464673452276,1.142034076,"Semiconductors & Semiconductor",0.8,4,"Leader",200,"2019-01-01","2019-10-07",5,0.105607354,12282464.76472,0.013157895,"12/31/2024","Gladstone Capital Management LLP (Blackwell - Series E); Orso Partners, LP (Blackwell - Series A); Stony Point Capital LLC (Blackwell - Series E); Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,1.5,1.2,4,"AI Leader",0.137734738609682,0.0958648303938156,0.0640885949789763,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.71855864104897,TRUE,"AI Pioneer"
"ORCL US",119000000000,0.355404729048882,0.244355163,9860,0,0.0000000828571428571429,0.08379751138,"Software & Services",0.5,1,"Emerging",200,"2019-01-01","2019-10-07",4,0.02687871,3566957.41481,0.013157895,"12/31/2024","Jones Road Capital Management LP (Blackwell-Series A); Permian Investment Partners (Blackwell - Series E); Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,1.4,0.7,3,"AI Adopter",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.527316958236099,TRUE,"Underperformer"
"PCOR US",82495365218,0.200193217806195,0.185490513,312.987,0,0.00000000379399496169159,0.2123114494,"Software & Services",0.625,3,"Strong",200,"2019-01-01","2019-10-07",3,0.12806387,23681040.991,0.013157895,"12/31/2024","Praesidium (Separate Account); RGM Capital, LLC (Separate Account); Sylebra Capital Limited (Blackwell - Series A)",TRUE,1.4,0.875,4,"AI Leader",0,0.116249680653164,0.0777164959162813,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.101288811237789,FALSE,"Balanced Performer"
"PG US",3719442588,0.174072587391871,0.082254289,2100,21225,0.000000564600729898402,0.00291531313,"Household & Personal Products",0.775,4,"Leader",200,"2019-01-01","2019-10-07",11,0.057506246,25048892.49784,0.013157895,"12/31/2024","Direct: Systematic Short (Blackwell); Gladstone Capital Management LLP (Blackwell - Series E); Permian Investment Partners (Blackwell - Series E); Numerai GP LLC (Blackwell - Series A); BWCP, LP (Blackwell Series - A); Direct: Slow Growth High Valuation Short (Blackwell); Stony Point Capital LLC (Blackwell - Series E); Nantahala Capital Mangement, LLC (Blackwell - Series A); RA Capital Management, LP (Blackwell - Series A); Bridgewater Pure Alpha Fund II, Ltd.; Orso Partners, LP (Blackwell - Series A)",TRUE,1,0.775,3,"AI Adopter",0.0750005322662859,0,0.0348980858724609,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.499380433432998,TRUE,"Balanced Performer"
"PG US",3719442588,0.174072587391871,0.082254289,2100,21225,0.000000564600729898402,0.00291531313,"Household & Personal Products",0.775,4,"Leader",200,"2019-01-01","2019-10-07",11,0.057506246,25048892.49784,0.013157895,"12/31/2024","Direct: Systematic Short (Blackwell); Gladstone Capital Management LLP (Blackwell - Series E); Permian Investment Partners (Blackwell - Series E); Numerai GP LLC (Blackwell - Series A); BWCP, LP (Blackwell Series - A); Direct: Slow Growth High Valuation Short (Blackwell); Stony Point Capital LLC (Blackwell - Series E); Nantahala Capital Mangement, LLC (Blackwell - Series A); RA Capital Management, LP (Blackwell - Series A); Bridgewater Pure Alpha Fund II, Ltd.; Orso Partners, LP (Blackwell - Series A)",TRUE,1,0.775,3,"AI Adopter",0.0750005322662859,0,0.0348980858724609,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.499380433432998,TRUE,"Balanced Performer"
"QTUM US",26209523285,0.239104836497458,-0.0410433629000001,786285698.55,0,0.03,0.05,"Unknown",0.65,3,"Strong",200,"2019-01-01","2019-10-07",0,0,0,NA,NA,"",TRUE,1,0.65,2,"AI Follower",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.192048552967324,FALSE,"Underperformer"
"ROBT US",40456075856,0.245053924898626,-0.1416118545,1213682275.68,0,0.03,0.05,"Unknown",0.65,3,"Strong",200,"2019-01-01","2019-10-07",0,0,0,NA,NA,"",TRUE,1,0.65,2,"AI Follower",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.156601079166579,FALSE,"Underperformer"
"SAP GR",80046338224,0.245557890053627,0.0520301539999999,6514,0,0.0000000813778636790525,0.09510381953,"Software & Services",0.55,2,"Developing",200,"2019-01-01","2019-10-07",1,0.02,4436893.426,0.013157895,"12/31/2024","The Children's Investment Fund",TRUE,1.4,0.77,3,"AI Adopter",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.00179970912385155,FALSE,"Underperformer"
"SMCI US",10684288441,0.346483484933604,-0.2941701981,636.55,0,0.0000000595781369545674,0.4658532304,"Technology Hardware & Equipmen",0.55,2,"Developing",200,"2019-01-01","2019-10-07",1,0.00023191,30447.3757,0.013157895,"12/31/2024","Bridgewater Pure Alpha Fund II, Ltd.",TRUE,1.2,0.66,2,"AI Follower",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.548939718053238,TRUE,"Underperformer"
"SNPS US",63516904269,0.270786858525137,0.510865187,2082.36,0.008,0.0000000327843433801656,0.1522038114,"Software & Services",0.55,2,"Developing",200,"2019-01-01","2019-10-07",3,-0.010630912,-421243.19255,0.013157895,"12/31/2024","Direct: Systematic Short (Blackwell); Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,1.4,0.77,3,"AI Adopter",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.0577674540472986,FALSE,"Underperformer"
"SPOT US",94006585011,0.102741360628506,0.0554901080000001,1486,0,0.0000000158074032773993,0.1831358043,"Media & Entertainment",0.625,3,"Strong",200,"2019-01-01","2019-10-07",4,0.062492205,5235129.84026,0.013157895,"12/31/2024","The Visualize Group LP (Blackwell - Series A); BWCP, LP (Blackwell Series - A); Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,1.3,0.8125,3,"AI Adopter",0,0,0.0379238515490896,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.350918057137977,FALSE,"Balanced Performer"
"TSLA US",106000000000,0.200193217806195,0.185490513,4540,0,0.0000000428301886792453,0.00947578353,"Automobiles & Components",0.625,3,"Strong",200,"2019-01-01","2019-10-07",5,0.024913734,2275400.837448,0.013157895,"12/31/2024","Gladstone Capital Management LLP (Blackwell - Series E); Stony Point Capital LLC (Blackwell - Series E); Sylebra Capital Limited (Blackwell - Series A); Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,1.1,0.6875,3,"AI Adopter",0,0,0.0151190816478552,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.0946374136590125,FALSE,"Balanced Performer"
"TSLA US",106000000000,0.200193217806195,0.185490513,4540,0,0.0000000428301886792453,0.00947578353,"Automobiles & Components",0.625,3,"Strong",200,"2019-01-01","2019-10-07",5,0.024913734,2275400.837448,0.013157895,"12/31/2024","Gladstone Capital Management LLP (Blackwell - Series E); Stony Point Capital LLC (Blackwell - Series E); Sylebra Capital Limited (Blackwell - Series A); Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,1.1,0.6875,3,"AI Adopter",0,0,0.0151190816478552,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.0946374136590125,FALSE,"Balanced Performer"
"V US",99023295339,0.233311410541226,0.252790089,2970698860.17,4084,0.03,0.1133997662,"Financial Services",0.85,4,"Leader",200,"2019-01-01","2019-10-07",27,0.17835055517,105455831.024807,0.013157895,"12/31/2024","Paradigm BioCapital Advisors (Blackwell - Series A); Bridgewater Pure Alpha Fund II, Ltd.; Nantahala Capital Mangement, LLC (Blackwell - Series A); Jones Road Capital Management LP (Blackwell-Series A); Silverback Asset Management (Blackwell - Series B); Silverback Convertible Fund Limited; Alta Fundamental Advisers LLC (Blackwell - Series A); Numerai GP LLC (Blackwell - Series A); Boldhaven Management LLP (Blackwell - Series E); RA Capital Management, LP (Blackwell - Series A); Direct: Negative CF NI Short (Blackwell - Series A); Direct: Short Strategy 1a (Blackwell); Gladstone Capital Management LLP (Blackwell - Series E); Permian Investment Partners (Blackwell - Series E); Sylebra Capital Limited (Blackwell - Series A); Parsifal Capital Management (Blackwell - Series A); Tiger Global Private Investment Partners XII, L.P.; Direct: Opportunistic Highly Levered (Blackwell); BWCP, LP (Blackwell Series - A); Coliseum Capital Management, LLC (Blackwell - Series A); Direct: Slow Growth High Valuation Short (Blackwell); Direct: Systematic Short (Blackwell); Solas Capital Management LLC (Blackwell - Series A); Philosophy Capital Management, LLC (Blackwell - Series A); The Children's Investment Fund; RGM Capital, LLC (Separate Account); Stony Point Capital LLC (Blackwell - Series E)",TRUE,0.8,0.68,3,"AI Adopter",0.232607542626545,0,0.108233338509416,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.293929947437847,FALSE,"Innovation Leader (Low AI)"
"V US",99023295339,0.233311410541226,0.252790089,2970698860.17,4084,0.03,0.1133997662,"Financial Services",0.85,4,"Leader",200,"2019-01-01","2019-10-07",27,0.17835055517,105455831.024807,0.013157895,"12/31/2024","Paradigm BioCapital Advisors (Blackwell - Series A); Bridgewater Pure Alpha Fund II, Ltd.; Nantahala Capital Mangement, LLC (Blackwell - Series A); Jones Road Capital Management LP (Blackwell-Series A); Silverback Asset Management (Blackwell - Series B); Silverback Convertible Fund Limited; Alta Fundamental Advisers LLC (Blackwell - Series A); Numerai GP LLC (Blackwell - Series A); Boldhaven Management LLP (Blackwell - Series E); RA Capital Management, LP (Blackwell - Series A); Direct: Negative CF NI Short (Blackwell - Series A); Direct: Short Strategy 1a (Blackwell); Gladstone Capital Management LLP (Blackwell - Series E); Permian Investment Partners (Blackwell - Series E); Sylebra Capital Limited (Blackwell - Series A); Parsifal Capital Management (Blackwell - Series A); Tiger Global Private Investment Partners XII, L.P.; Direct: Opportunistic Highly Levered (Blackwell); BWCP, LP (Blackwell Series - A); Coliseum Capital Management, LLC (Blackwell - Series A); Direct: Slow Growth High Valuation Short (Blackwell); Direct: Systematic Short (Blackwell); Solas Capital Management LLC (Blackwell - Series A); Philosophy Capital Management, LLC (Blackwell - Series A); The Children's Investment Fund; RGM Capital, LLC (Separate Account); Stony Point Capital LLC (Blackwell - Series E)",TRUE,0.8,0.68,3,"AI Adopter",0.232607542626545,0,0.108233338509416,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.293929947437847,FALSE,"Innovation Leader (Low AI)"
"XOM US",66363898449,0.226572690139914,-0.0671958732,987,0,0.0000000148725440046067,0.01359438537,"Energy",0.55,2,"Developing",200,"2019-01-01","2019-10-07",2,-0.00361527,-444557.56434,0.013157895,"12/31/2024","Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,0.7,0.385,1,"AI Laggard",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.0614862533891614,FALSE,"Underperformer"
"XOM US",66363898449,0.226572690139914,-0.0671958732,987,0,0.0000000148725440046067,0.01359438537,"Energy",0.55,2,"Developing",200,"2019-01-01","2019-10-07",2,-0.00361527,-444557.56434,0.013157895,"12/31/2024","Bridgewater Pure Alpha Fund II, Ltd.; Numerai GP LLC (Blackwell - Series A)",TRUE,0.7,0.385,1,"AI Laggard",0,0,0,0,0,0,"Not in Discovery Universe",NA,NA,NA,0.0614862533891614,FALSE,"Underperformer"
