"ticker","RepNo","CompanyName","ISIN","Exchange","Country","rd_expense","revenue","fiscal_year_end","market_cap","pe_ratio_fy","beta_5y","volatility_30d","volatility_90d","volatility_260d","company_name","total_patents","ai_patents","in_portfolio","total_net_exposure_usd","total_net_pct_ltp","n_funds","rd_intensity","fund_weight","patent_activity","revenue_growth","total_return","volatility","bloomberg_volatility","total_return_5yr","rd_quartile","patent_quartile","growth_quartile","volatility_quartile","innovation_score","innovation_quartile","innovation_label","holdings_n_funds","holdings_total_weight","holdings_total_value","total_fund_weight","total_position_value","industry","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","strategic_profile","ai_exposure","innovation_exposure","anomaly_score","is_anomaly"
"CRM","A7FD7","Salesforce Inc","US79466L3024","NYSE","USA",5993,41525,"2026-01-31",180335.703125,25.0480403900146,1.26055002212524,0.386658406500847,0.399074319512655,0.354035435854623,"CRM",565,57,FALSE,0,0,0,0.0332324653196707,0.00520833333333333,565,0.155991507787257,0.1,0.354035435854623,NA,NA,3,3,3,2,0.7,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.7,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",29,29,29,"Balanced Performer","Medium","Medium",0.0182135882362297,FALSE
"CRWD","B1CB5","C2C CrowdFunding Inc","US22944V1044","OTC","USA",0.0327935993671417,0.163967996835709,"2012-09-30",1.09311997890472,NA,1,NA,NA,NA,"CRWD",150,3,FALSE,0,0,0,NA,0.00520833333333333,150,0.288386644143611,0.1,NA,NA,NA,NA,2,4,NA,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",127,127,127,"Underperformer","Low","Low",0.22833402127987,FALSE
"CSCO","18528","Cisco Systems Inc","US17275R1023","NASD","USA",9300,56654,"2025-07-26",306709.1875,32.8166084289551,0.817170023918152,0.227841069799635,0.341014292186978,0.274851837618013,"CSCO",21,6,FALSE,0,0,0,0.0303218826791747,0.00520833333333333,21,0.147535282932222,0.1,0.274851837618013,NA,NA,3,2,3,3,0.675,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.675,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",34,34,34,"Balanced Performer","Medium","Medium",0.0196757258368454,FALSE
"CVX","A2E5A","Chevron Corp","US1667641005","NYSE","USA",1051,184432,"2025-12-31",402529.09375,30.4423694610596,0.597819983959198,0.187774959599327,0.229890944148182,0.252886457305547,"CVX",0,0,FALSE,0,0,0,0.00261099139495429,0.00520833333333333,0,0.0333708845078945,0.1,0.252886457305547,NA,NA,1,1,2,4,0.45,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.45,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",94,94,94,"Underperformer","Low","Low",0.0257112183181208,FALSE
"DDOG","0992F","Datadog Inc","US23804L1035","NASD","USA",1548.451,3427.158,"2025-12-31",44259.71875,379.939788818359,1.25373005867004,0.642833595022403,0.635170822933743,0.569556944044212,"DDOG",7,0,FALSE,0,0,0,0.0349855589626855,0.00520833333333333,7,0.0386992992833257,0.1,0.569556944044212,NA,NA,3,2,2,1,0.525,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.525,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",80,80,80,"Underperformer","Low","Low",0.042190678798792,FALSE
"DE","2565N","Deere & Co","US2441991054","NYSE","USA",2311,45675,"2025-11-02",151187.203125,30.2523708343506,0.994539976119995,0.468079874715519,0.364557831565884,0.302931927706269,"DE",524459,27653,FALSE,0,0,0,0.0152856852447313,0.00520833333333333,524459,0.0593941645696759,0.1,0.302931927706269,NA,NA,2,4,2,3,0.7,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.7,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",29,29,29,"Balanced Performer","Medium","Medium",0.273766086231621,TRUE
"DIS","9569N","Walt Disney Co","US2546871060","NYSE","USA",5288.5171875,94425,"2025-09-27",176283.90625,14.5285997390747,1.42244005203247,0.134506298869938,0.288390641835578,0.321240738262915,"DIS",67502,3035,FALSE,0,0,0,NA,0.00520833333333333,67502,0.213877110276371,0.1,0.321240738262915,NA,NA,NA,4,4,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",128,128,128,"Underperformer","Low","Low",0.108159960753382,FALSE
"DOCU","02947","Docusign Inc","US2561631068","NASD","USA",664.985,3219.5,"2026-01-31",9182.8310546875,31.9544792175293,0.990320026874542,0.41082413034258,0.485038487521909,0.504178333208208,"DOCU",6406,430,FALSE,0,0,0,0.0724161204795932,0.00520833333333333,6406,-0.0844254035502672,0.1,0.504178333208208,NA,NA,4,3,1,1,0.625,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.625,3,"AI Adopter",0,0,0,0,0,"Tier 4: Monitor",53.5,53.5,53.5,"Balanced Performer","Medium","Medium",0.0981372725545338,FALSE
"DUK","2797N","Duke Energy Corp","US26441C2044","NYSE","USA",2958.49359375,32237,"2025-12-31",98616.453125,20.0634098052979,0.470389991998672,0.148560935858115,0.142756062126344,0.163642000681277,"DUK",4174,49,FALSE,0,0,0,NA,0.00520833333333333,4174,0.199518154468387,0.1,0.163642000681277,NA,NA,NA,3,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",129,129,129,"Underperformer","Low","Low",0.0725417094049762,FALSE
"EADSY","02241","Airbus SE (ADR)","US0092791005","OTC","USA",NA,NA,NA,NA,NA,1,NA,NA,NA,"EADSY",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.170910732075572,0.1,NA,NA,NA,NA,1,3,NA,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",130,130,130,"Underperformer","Low","Low",0.136133049661967,FALSE
"FANUY","A451A","Fanuc Corp",NA,NA,NA,174942.87,797129,"2025-03-31",5831429,37.7353706359863,1.26627004146576,0.473568507030567,0.414198682020225,0.452487922527461,"FANUY",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.217276483681053,0.1,0.452487922527461,NA,NA,NA,1,4,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",131,131,131,"Underperformer","Low","Low",0.11677187915132,FALSE
"FRCOY","A3D2F","Fast Retailing Co Ltd",NA,NA,NA,605542.8,3400539,"2025-08-31",20184760,45.0075187683105,1.24886000156403,0.303359541576692,0.422923295925082,0.360223992809861,"FRCOY",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.01509990086779,0.1,0.360223992809861,NA,NA,NA,1,2,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",132,132,132,"Underperformer","Low","Low",0.14540061692817,FALSE
"FSLY","0A685","Fastly Inc","US31188V1008","NASD","USA",162.662,624.018,"2025-12-31",3825.36010742188,NA,0.711600005626678,0.835745553357698,1.61726196230539,1.05377329060726,"FSLY",0,0,FALSE,0,0,0,0.0425220098061897,0.00520833333333333,0,-0.0314942678436637,0.1,1.05377329060726,NA,NA,3,1,1,1,0.4,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.4,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",102.5,102.5,102.5,"Underperformer","Low","Low",0.409841371659661,TRUE
"GE","3737N","General Electric Co","US3696043013","NYSE","USA",1580,45855,"2025-12-31",299646.6875,35.0769309997559,1.4431699514389,0.333724378263124,0.33967438445867,0.321921576927858,"GE",517093,15490,FALSE,0,0,0,0.00527287657735245,0.00520833333333333,517093,0.00443518552929163,0.1,0.321921576927858,NA,NA,1,4,1,3,0.575,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.575,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",70,70,70,"Underperformer","Low","Low",0.245145538317414,FALSE
"GOOGL","A997D","Alphabet Inc","US02079K3059","NASD","USA",58687,402836,"2025-12-31",3629179,27.8522396087646,1.10347998142242,0.238382267105271,0.204877509424103,0.297331303134388,"Alphabet Inc.",32301,7437,FALSE,0,0,0,0.016170875010574,0.00520833333333333,32301,0.10576517386362,0.1,0.297331303134388,NA,NA,2,4,2,3,0.7,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.7,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",29,29,29,"Balanced Performer","Medium","Medium",0.0774891342453495,FALSE
"GRAB","09DC3","Grab Holdings Ltd","KYG4124C1096","NASD","USA",428,3370,"2025-12-31",14597.7099609375,55.8694305419922,1.00918996334076,0.291607229057963,0.357562157767048,0.466465743499296,"GRAB",310,5,FALSE,0,0,0,0.0293196673413364,0.00520833333333333,310,0.170242909807712,0.1,0.466465743499296,NA,NA,3,2,3,2,0.625,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.625,3,"AI Adopter",0,0,0,0,0,"Tier 4: Monitor",53.5,53.5,53.5,"Balanced Performer","Medium","Medium",0.0140369870944894,FALSE
"GS","A1E61","Goldman Sachs Group Inc","US38141G1040","NYSE","USA",7242.5221875,125097,"2025-12-31",241417.40625,15.8513603210449,1.32815003395081,0.369469004424051,0.331835254641457,0.327523262762374,"GS",114117,5991,FALSE,0,0,0,NA,0.00520833333333333,114117,0.293126879166812,0.1,0.327523262762374,NA,NA,NA,4,4,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",133,133,133,"Underperformer","Low","Low",0.24121424270302,FALSE
"HD","4366N","Home Depot Inc","US4370761029","NYSE","USA",9584.120625,164683,"2026-02-01",319470.6875,22.5449409484863,1.09745001792908,0.242755395365541,0.230799642533592,0.235070242607942,"HD",7107,159,FALSE,0,0,0,NA,0.00520833333333333,7107,0.203817707020789,0.1,0.235070242607942,NA,NA,NA,3,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",134,134,134,"Underperformer","Low","Low",0.08377633152735,FALSE
"HDB","A2D46","HDFC Bank Ltd (ADR)","US40415F1012","NYSE","USA",3879.585,19397.925,"2024-03-31",129319.5,18.098669052124,0.651530027389526,0.308081751723479,0.274625677963107,0.236686487911267,"HDB",1,0,FALSE,0,0,0,NA,0.00520833333333333,1,0.126595369633287,0.1,0.236686487911267,NA,NA,NA,1,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",135,135,135,"Underperformer","Low","Low",0.0392336312464458,FALSE
"HMC","4404N","Honda Motor Co Ltd (ADR)","US4381283088","NYSE","USA",1099482,21688767,"2025-03-31",36919.58984375,7.15446996688843,0.463259994983673,0.267847636153805,0.296012137345572,0.320634511636698,"HMC",25,0,FALSE,0,0,0,29.7804500172725,0.00520833333333333,25,0.239875887427479,0.1,0.320634511636698,NA,NA,4,2,4,3,0.8,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.8,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",12,12,12,"AI Pioneer","High","High",0.981921146787841,TRUE
"HOOD","0734C","Robinhood Markets Inc","US7707001027","NASD","USA",897,4473,"2025-12-31",63822.859375,34.589771270752,2.44654011726379,0.587914964996186,0.686907628893353,0.757004074671608,"HOOD",215,6,FALSE,0,0,0,0.0140545254284136,0.00520833333333333,215,-0.0242104258388281,0.1,0.757004074671608,NA,NA,2,2,1,1,0.4,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.4,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",102.5,102.5,102.5,"Underperformer","Low","Low",0.191070960890738,FALSE
"HSBC","A1A32","HSBC Holdings PLC (ADR)","US4042804066","NYSE","USA",7917.770625,39588.853125,"2025-12-31",263925.6875,12.797269821167,0.582669973373413,0.44379312962549,0.326795333317047,0.284775943173285,"HSBC",36,10,FALSE,0,0,0,NA,0.00520833333333333,36,0.00851464588195086,0.1,0.284775943173285,NA,NA,NA,2,2,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",136,136,136,"Underperformer","Low","Low",0.0372235141878271,FALSE
"HTHIY","A0082","Hitachi Ltd (ADR)","US4335785071","OTC","USA",4169.145,9783370,"2025-03-31",138971.5,34.8516998291016,0.934260010719299,0.493203366505289,0.482258869550903,0.43645212632987,"HTHIY",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.231263394095004,0.1,0.43645212632987,NA,NA,NA,1,4,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",137,137,137,"Underperformer","Low","Low",0.0675700752411874,FALSE
"HUBS","DF5F4","HubSpot Inc","US4435731009","NYSE","USA",905.943,3131.266,"2025-12-31",13649.7802734375,299.864410400391,1.40559005737305,0.656741386132737,0.699241611177979,0.562584254405189,"HUBS",60,0,FALSE,0,0,0,0.0663705189279103,0.00520833333333333,60,0.177281928155571,0.1,0.562584254405189,NA,NA,4,2,3,1,0.65,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.65,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",43.5,43.5,43.5,"Balanced Performer","Medium","Medium",0.0599040925996603,FALSE
"IBM","4741N","International Business Machines Corp","US4592001014","NYSE","USA",8320,67535,"2025-12-31",226788.59375,19.5500507354736,0.677919983863831,0.544322791210052,0.455419509976804,0.333567786235996,"IBM",895,154,FALSE,0,0,0,0.0366861483746909,0.00520833333333333,895,-0.00378210414201022,0.1,0.333567786235996,NA,NA,3,3,1,3,0.65,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.65,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",46,46,46,"Balanced Performer","Medium","Medium",0.0336081117216182,FALSE
"IBN","A2010","ICICI Bank Ltd (ADR)","US45104G1040","NYSE","USA",2879.4046875,14397.0234375,"2025-03-31",95980.15625,17.1562805175781,0.472930014133453,0.248248628788844,0.246165561515979,0.211258066697909,"IBN",434,0,FALSE,0,0,0,NA,0.00520833333333333,434,-0.0828044815920293,0.1,0.211258066697909,NA,NA,NA,2,1,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",138,138,138,"Underperformer","Low","Low",0.105794882501712,FALSE
"ICE","AB4D2","Intercontinental Exchange Inc","US45866F1049","NYSE","USA",2699.1553125,12640,"2025-12-31",89971.84375,27.4803009033203,1.03709995746613,0.229072286298773,0.296202592861709,0.221184956003815,"ICE",157258,11535,FALSE,0,0,0,NA,0.00520833333333333,157258,-0.0438083623535931,0.1,0.221184956003815,NA,NA,NA,4,1,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",139,139,139,"Underperformer","Low","Low",0.124567552075347,FALSE
"INF","D57D4","Brookfield Glbl Lstd Infrstr Incm Fd Inc","US11273Q1094","NYSE","USA",NA,NA,NA,NA,NA,1,NA,NA,NA,"INF",40886,4178,FALSE,0,0,0,NA,0.00520833333333333,40886,-0.0134458339773118,0.1,NA,NA,NA,NA,4,1,NA,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",140,140,140,"Underperformer","Low","Low",0.147637331349629,FALSE
"INFY","A1E31","Infosys Ltd (ADR)","US4567881085","NYSE","USA",1641.2405859375,1629900,"2025-03-31",54708.01953125,19.1022090911865,0.990450024604797,0.31136988904317,0.436693606462548,0.342199047024192,"INFY",5,0,FALSE,0,0,0,NA,0.00520833333333333,5,0.0917594256810844,0.1,0.342199047024192,NA,NA,NA,2,2,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",141,141,141,"Underperformer","Low","Low",0.0193602687855738,FALSE
"INTC","45870","Intel Corp","US4581401001","NASD","USA",13774,52853,"2025-12-27",219130.703125,NA,1.34862005710602,0.563233787731445,0.73121007960136,0.667947998844085,"Intel Corp.",52757,11985,FALSE,0,0,0,0.0628574627086503,0.00520833333333333,52757,-0.0210358630865812,0.1,0.667947998844085,NA,NA,3,4,1,1,0.625,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.625,3,"AI Adopter",0,0,0,0,0,"Tier 4: Monitor",53.5,53.5,53.5,"Balanced Performer","Medium","Medium",0.186546228599415,FALSE
"IQ","02914","IQIYI Inc - ADR","US46267X1081","NASD","USA",1663.084,27291.3,"2025-12-31",1186.97998046875,NA,0.298660010099411,0.463469023577194,0.43522570122323,0.489567141264713,"IQ",40299,1099,FALSE,0,0,0,1.40110534917635,0.00520833333333333,40299,0.187742335069925,0.1,0.489567141264713,NA,NA,4,4,3,1,0.8,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.8,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",11,11,11,"AI Pioneer","High","High",0.37529667612127,TRUE
"ITOCY","A39C6","Itochu Corp",NA,NA,NA,481172.4,14724234,"2025-03-31",16039080,16.4380302429199,1.17070996761322,0.417074480846858,0.357473533809784,0.301179269579621,"ITOCY",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,-0.0221295424737036,0.1,0.301179269579621,NA,NA,NA,1,1,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",142,142,142,"Underperformer","Low","Low",0.139925979583238,FALSE
"J","4882N","Jacobs Solutions Inc","US46982L1089","NYSE","USA",452.545810546875,12029.783,"2025-09-26",15084.8603515625,49.8416709899902,0.76884001493454,0.295935113133082,0.359021807822195,0.307787777176783,"J",413924,17720,FALSE,0,0,0,NA,0.00520833333333333,413924,-0.0968461045064032,0.1,0.307787777176783,NA,NA,NA,4,1,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",143,143,143,"Underperformer","Low","Low",0.282661500797233,TRUE
"JBL","A0427","Jabil Inc","US4663131039","NYSE","USA",26,29802,"2025-08-31",26782.130859375,42.8120994567871,1.18131995201111,0.410242133019553,0.410954531708666,0.424325913604658,"JBL",67,1,FALSE,0,0,0,0.000970796541041423,0.00520833333333333,67,0.0501959858462215,0.1,0.424325913604658,NA,NA,1,2,2,2,0.425,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.425,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",97.5,97.5,97.5,"Underperformer","Low","Low",0.0105365015970121,FALSE
"JD","EEBBD","JD.Com Inc (ADR)","US47215P1066","NASD","USA",22085,1309085,"2025-12-31",44192.4609375,14.2424697875977,0.415060013532639,0.294384671293032,0.271352666066867,0.355607101595206,"JD",1497,34,FALSE,0,0,0,0.499745873651031,0.00520833333333333,1497,0.105763083323836,0.1,0.355607101595206,NA,NA,4,3,2,2,0.725,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.725,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",23.5,23.5,23.5,"AI Pioneer","High","High",0.143734864623915,FALSE
"JNJ","A2BE9","Johnson & Johnson","US4781601046","NYSE","USA",14665,94193,"2025-12-28",566915.3125,20.5656700134277,0.348470002412796,0.167654844269678,0.156903090661282,0.194096052961147,"JNJ",6,0,FALSE,0,0,0,0.0258680612018219,0.00520833333333333,6,-0.0993717783130705,0.1,0.194096052961147,NA,NA,2,2,1,4,0.55,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.55,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",73.5,73.5,73.5,"Underperformer","Low","Low",0.10144743086249,FALSE
"JPM","A2827","JPMorgan Chase & Co","US46625H1005","NYSE","USA",23185.84875,115929.24375,"2025-12-31",772861.625,14.3148698806763,1.05412995815277,0.209676071714095,0.238278814807196,0.261482064478373,"JPM",2096,144,FALSE,0,0,0,NA,0.00520833333333333,2096,0.132641601003706,0.1,0.261482064478373,NA,NA,NA,3,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",144,144,144,"Underperformer","Low","Low",0.0419315164619018,FALSE
"KAOCF","A3974","Kao Corp",NA,NA,NA,61127,1688633,"2025-12-31",2729311,23.1155109405518,0.374300003051758,0.305983457132114,0.227614368495322,0.214955449719746,"KAOCF",0,0,FALSE,0,0,0,0.0223964949395653,0.00520833333333333,0,0.213643753062934,0.1,0.214955449719746,NA,NA,2,1,4,4,0.625,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.625,3,"AI Adopter",0,0,0,0,0,"Tier 4: Monitor",53.5,53.5,53.5,"Balanced Performer","Medium","Medium",0.0838654854981472,FALSE
"KKR","AF215","KKR & Co Inc","US48251W1045","NYSE","USA",2407.18734375,20453.827,"2025-12-31",80239.578125,38.198558807373,1.93529999256134,0.530634947655571,0.457006691386071,0.479544349652797,"KKR",5,0,FALSE,0,0,0,NA,0.00520833333333333,5,-0.0368379167281091,0.1,0.479544349652797,NA,NA,NA,2,1,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",145,145,145,"Underperformer","Low","Low",0.0773753952379573,FALSE
"KO","1996N","Coca-Cola Co","US1912161007","NYSE","USA",9652.0621875,47941,"2025-12-31",321735.40625,24.5973091125488,0.371289998292923,0.149352669634108,0.166996543546598,0.180808545629486,"KO",290742,11141,FALSE,0,0,0,NA,0.00520833333333333,290742,0.0436113223433495,0.1,0.180808545629486,NA,NA,NA,4,2,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",146,146,146,"Underperformer","Low","Low",0.192553132804412,FALSE
"KSPI","0EDC0","Kaspi.kz AO - ADR","US48581R2058","NASD","USA",426.651591796875,2133.25795898437,"2025-12-31",14221.7197265625,6.20401000976562,0.0538999997079372,0.486045791643769,0.376649219237302,0.394091866062849,"KSPI",8,0,FALSE,0,0,0,NA,0.00520833333333333,8,0.158252751361579,0.1,0.394091866062849,NA,NA,NA,2,3,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",147,147,147,"Underperformer","Low","Low",0.0242031154719183,FALSE
"KYCCF","A4916","Keyence Corp",NA,NA,NA,28856,1059145,"2025-03-20",14368710,35.941780090332,1.21693003177643,0.461650659296642,0.366473942128586,0.343267343842964,"KYCCF",0,0,FALSE,0,0,0,0.00200825265455284,0.00520833333333333,0,-0.0466681526973844,0.1,0.343267343842964,NA,NA,1,1,1,3,0.35,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.35,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",108,108,108,"Underperformer","Low","Low",0.176523344703718,FALSE
"LI","0A68C","Li Auto Inc (ADR)","US50202M1027","NASD","USA",11314.949,112312.511,"2025-12-31",18450.109375,15.178150177002,0.618619978427887,0.392938342959225,0.369458922239821,0.43635698085859,"LI",849932,41022,FALSE,0,0,0,0.61327273296991,0.00520833333333333,849932,0.210329345054924,0.1,0.43635698085859,NA,NA,4,4,4,2,0.9,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.9,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",2,2,2,"AI Pioneer","High","High",0.548771491837989,TRUE
"LIN","A4365","LIN Media LLC","US5327711025","NYSE","USA",43.0013708496094,652.363,"2013-12-31",1433.37902832031,8.79732990264893,2.35669994354248,0,0,0,"LIN",91547,3758,FALSE,0,0,0,NA,0.00520833333333333,91547,0.125458736624569,0.1,0,NA,NA,NA,4,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",148,148,148,"Underperformer","Low","Low",0.187044177730973,FALSE
"LLY","5405N","Eli Lilly And Co","US5324571083","NYSE","USA",13337,65179,"2025-12-31",855342.1875,39.5055885314941,0.513329982757568,0.341459439092245,0.402500621391641,0.445928016171789,"LLY",10443,298,FALSE,0,0,0,0.0155925899539475,0.00520833333333333,10443,-0.00651864055544138,0.1,0.445928016171789,NA,NA,2,4,1,2,0.6,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.6,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",65.5,65.5,65.5,"Underperformer","Low","Low",0.0444307343300478,FALSE
"LMT","5431N","Lockheed Martin Corp","US5398301094","NYSE","USA",4330.77890625,75048,"2025-12-31",144359.296875,29.2017002105713,0.222609996795654,0.251999171208397,0.300141434465493,0.279579905821568,"LMT",99,1,FALSE,0,0,0,NA,0.00520833333333333,99,-0.0640077934600413,0.1,0.279579905821568,NA,NA,NA,2,1,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",149,149,149,"Underperformer","Low","Low",0.0963602970178967,FALSE
"LRCX","51240","Lam Research Corp","US5128073062","NASD","USA",2096.387,18435.591,"2025-06-29",285169.3125,54.9841117858887,1.75278997421265,0.55335586940845,0.576753591205387,0.521898435716432,"LRCX",3863,55,FALSE,0,0,0,0.0073513765615997,0.00520833333333333,3863,-0.0657551740296185,0.1,0.521898435716432,NA,NA,1,3,1,1,0.4,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.4,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",102.5,102.5,102.5,"Underperformer","Low","Low",0.0795628841428185,FALSE
"MA","A286F","Mastercard Inc","US57636Q1040","NYSE","USA",13278.729375,32791,"2025-12-31",442624.3125,30.041820526123,0.83270001411438,0.288531558409341,0.24836989233313,0.251638133163598,"MA",892451,77368,FALSE,0,0,0,NA,0.00520833333333333,892451,0.0220873477868736,0.1,0.251638133163598,NA,NA,NA,4,2,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",150,150,150,"Underperformer","Low","Low",0.363137995175842,TRUE
"MC","EDA8D","Moelis & Co","US60786M1053","NYSE","USA",125.708701171875,1516.796,"2025-12-31",4190.2900390625,18.3532390594482,1.88153994083405,0.432962176906827,0.410117674744604,0.401869751086982,"MC",45513,5571,FALSE,0,0,0,NA,0.00520833333333333,45513,0.166970605868846,0.1,0.401869751086982,NA,NA,NA,4,3,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",151,151,151,"Underperformer","Low","Low",0.0596849829776914,FALSE
"MCD","5828N","McDonald's Corp","US5801351017","NYSE","USA",6582.1978125,26885,"2025-12-31",219406.59375,25.83909034729,0.535309970378876,0.185737366324784,0.161581318838826,0.18453377060747,"MCD",1750,54,FALSE,0,0,0,NA,0.00520833333333333,1750,-0.0999044413678348,0.1,0.18453377060747,NA,NA,NA,3,1,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",152,152,152,"Underperformer","Low","Low",0.163043035684618,FALSE
