Ticker,Date,fund_id,Open,High,Low,Close,Volume,N200_Index_Close,VIX_Close,Treasury_10Y_Yield,base_market_cap,market_cap,volume_value,log_return,volatility_30d
AMZN US,3/6/2019,bf:2184853,103.5651339,104.9931332,102.9778906,103.4583561,3363059,4152.15,20.7,2.685,5510093440,5700652094,347936555.7,-0.016770077,0.016826104
MSFT US,3/6/2019,bf:1914537,107.3828824,108.6565337,107.0645478,107.2822864,4302224,4152.15,20.7,2.685,53282443317,57162623441,461552427.3,-0.022448829,0.010552263
TSLA US,3/6/2019,bf:1257479,97.32865137,97.65703761,95.89850451,97.08726594,3834073,4152.15,20.7,2.685,89349485395,86746972503,372239665,-0.010991931,0.008743243
HDB US,3/6/2019,DEFAULT_FUND_001,93.19756935,94.87365032,91.44409207,93.03047504,3659144,4152.15,20.7,2.685,55592066432,51717563487,340411904.6,0.002896643,0.019997217
AMD US,3/6/2019,bf:461839,92.67556736,93.78258317,92.62559535,92.96359588,1171138,4152.15,20.7,2.685,46204858795,42953698208,108873199.8,0.009414294,0.017595745
ORCL US,3/6/2019,bf:1914537,121.1314794,122.4607756,119.2071433,121.0057682,2359230,4152.15,20.7,2.685,95726501190,1.16E+11,285480438.6,-0.012501479,0.024184422
9984 JT,3/6/2019,bf:461753,93.93310032,93.8462511,92.80697937,93.47518859,2459476,4152.15,20.7,2.685,45880081463,42886492672,229899982.9,-0.008382052,0.016491573
005930 KS,3/6/2019,bf:1098061,104.39192,105.8971142,102.7268336,104.7622416,4772324,4152.15,20.7,2.685,68079492910,71321602864,499959360,-0.008152381,0.012391652
BABA US,3/6/2019,bf:1914537,105.9309713,106.7086448,103.4047555,105.4093537,3476526,4152.15,20.7,2.685,57690706794,60811401190,366458358.9,0.005606363,0.012834822
LMT US,3/6/2019,bf:3356011,84.42062984,86.04921913,84.52124428,85.2095879,3651872,4152.15,20.7,2.685,11189543584,9534563976,311174508.2,0.034886767,0.019182848
8TRA GR,3/6/2019,bf:3428225,85.91128296,87.1594679,85.65713574,86.56746188,3375642,4152.15,20.7,2.685,90082672070,77982282806,292220760.2,-0.002154815,0.020655011
6501 JT,3/6/2019,bf:461753,112.9823525,114.9160951,112.513122,112.776991,1650578,4152.15,20.7,2.685,25362685701,28603273759,186147220.2,0.000323778,0.019126125
GE US,3/6/2019,bf:1922841,104.1007208,104.4813726,102.3869418,103.8793494,3084014,4152.15,20.7,2.685,5163893820,5364219304,320365367.9,-0.00045248,0.010232445
AMT US,3/6/2019,bf:2184853,96.24241751,97.050898,94.90556844,95.89970188,515852,4152.15,20.7,2.685,33464151209,32092021247,49470053.02,0.005655464,0.022038844
NET US,3/6/2019,bf:461839,77.74560665,79.17401765,76.45644425,77.93475388,5047036,4152.15,20.7,2.685,95495861266,74424464441,393339508.5,-0.021348464,0.021006977
SPOT US,3/6/2019,bf:2735887,108.05936,109.9306578,107.3372567,108.0212296,3600047,4152.15,20.7,2.685,89064392290,96208451725,388881503.7,0.006430128,0.006681034
PCOR US,3/6/2019,bf:1632133,97.32865137,97.65703761,95.89850451,97.08726594,3834073,4152.15,20.7,2.685,69587537210,67560637313,372239665,-0.010991931,0.008743243
JBL US,3/6/2019,bf:1632133,96.28786137,97.53210413,95.18342289,97.01865992,447485,4152.15,20.7,2.685,64410174563,62489888214,43414395.04,-0.017395236,0.014165686
J US,3/6/2019,bf:1919567,92.37058441,94.71362411,92.06108707,93.17852725,4700268,4152.15,20.7,2.685,99432707886,92649932813,437964049.9,0.007356347,0.012574574
INF US,3/6/2019,bf:1922841,107.6237597,109.88503,107.3022081,107.8979974,2530188,4152.15,20.7,2.685,65914874112,71120829147,273002218.2,0.0048674,0.01667842
XOM US,3/6/2019,bf:461839,85.62885308,86.22892077,85.53514336,85.97013986,2760754,4152.15,20.7,2.685,71144516349,61163040209,237342407.5,-0.01514006,0.013934455
CVX US,3/6/2019,bf:3356011,99.01617781,100.4630261,97.40861613,98.60109376,979666,4152.15,20.7,2.685,54862536446,54095061001,96596139.12,-0.007118145,0.013426577
LIN US,3/6/2019,DEFAULT_FUND_001,108.5374556,111.1768019,108.7226601,109.4034243,4330608,4152.15,20.7,2.685,59820060024,65445194083,473783344.5,0.003729301,0.010813968
APD US,3/6/2019,bf:1183421,111.5904889,111.5124942,108.3705588,110.53678,4893018,4152.15,20.7,2.685,29626813992,32748526208,540858454.3,-0.020513879,0.01442652
NEE US,3/6/2019,bf:1914537,96.28786137,97.53210413,95.18342289,97.01865992,447485,4152.15,20.7,2.685,15564251084,15100227828,43414395.04,-0.017395236,0.014165686
DUK US,3/6/2019,bf:1914537,113.7760795,115.4948824,112.7696815,114.239726,1023233,4152.15,20.7,2.685,96339399021,1.10E+11,116893857.6,-0.000270321,0.014043479
CAT US,3/6/2019,bf:1249063,96.28786137,97.53210413,95.18342289,97.01865992,447485,4152.15,20.7,2.685,90327605467,87634632363,43414395.04,-0.017395236,0.014165686
DE US,3/6/2019,bf:1249015,96.02998345,96.2374844,94.12400276,96.03869068,4013858,4152.15,20.7,2.685,69379822564,66631473186,385485666.9,-0.006916928,0.011678595
KO US,3/6/2019,bf:1249015,117.9464794,117.9709636,116.4705833,117.129133,5259497,4152.15,20.7,2.685,79751274351,93411976204,616040323.6,0.019575398,0.014491249
PG US,3/6/2019,bf:1183421,111.2671794,112.3021789,111.3127024,111.5499457,4513939,4152.15,20.7,2.685,3436754766,3833698075,503529650.3,-0.013236741,0.008840234
IBM US,3/6/2019,bf:2184853,96.28786137,97.53210413,95.18342289,97.01865992,447485,4152.15,20.7,2.685,48301801138,46861760182,43414395.04,-0.017395236,0.014165686
SAP GR,3/6/2019,bf:461753,111.5904889,111.5124942,108.3705588,110.53678,4893018,4152.15,20.7,2.685,76087494215,84104666099,540858454.3,-0.020513879,0.01442652
CRM US,3/6/2019,bf:461839,96.24241751,97.050898,94.90556844,95.89970188,515852,4152.15,20.7,2.685,22424385648,21504918985,49470053.02,0.005655464,0.022038844
ADBE US,3/6/2019,bf:461839,91.48450969,92.52791891,91.60190179,92.06338165,2779994,4152.15,20.7,2.685,32499919756,29920525161,255935648.6,-0.011171384,0.013811676
INTC US,3/6/2019,bf:1639201,99.52457928,101.0602858,99.79342085,100.3230592,4049937,4152.15,20.7,2.685,23930952750,24008263892,406302069.4,-0.001002247,0.008661359
SMCI US,3/6/2019,bf:461839,96.38199258,96.52931599,94.41358979,95.44841886,3078114,4152.15,20.7,2.685,15137202216,14448220174,293801114.4,-0.007083509,0.02148268
SNPS US,3/6/2019,bf:1183421,105.2236587,106.0979582,103.6494769,105.5829761,5242585,4152.15,20.7,2.685,42040087246,44387175269,553527726.8,0.020229452,0.013844267
ANET US,3/6/2019,bf:461839,104.0984715,104.4242641,102.0696475,103.3829675,1540084,4152.15,20.7,2.685,41958708303,43378157782,159218454.2,-0.014998293,0.01311027
ASML US,3/6/2019,bf:461839,125.4398243,125.676495,123.7422589,125.0051096,2513916,4152.15,20.7,2.685,37515699642,46896541462,314252345.2,0.011339583,0.012124112
MU US,3/6/2019,bf:1274691,110.5245123,112.1958332,109.4771201,111.4896703,1316117,4152.15,20.7,2.685,16092030026,17940951222,146733450.4,0.026169617,0.014046659
BOTZ US,3/6/2019,DEFAULT_FUND_001,104.5970949,104.9958066,102.4032451,103.9602568,721698,4152.15,20.7,2.685,14741800281,15325613432,75027909.42,0.028602391,0.018348326
AIQ US,3/6/2019,DEFAULT_FUND_001,109.9256699,110.9488768,107.6577467,109.0582833,1626486,4152.15,20.7,2.685,24070375846,26250738671,177381770.9,-0.002777716,0.014588745
ROBT US,3/6/2019,DEFAULT_FUND_001,87.38902448,87.92730235,85.57529655,86.95080878,2671727,4152.15,20.7,2.685,47130282575,40980161879,232308823.5,0.006687762,0.014640105
QTUM US,3/6/2019,DEFAULT_FUND_001,100.4458595,100.0783317,98.58173642,99.53294447,831555,4152.15,20.7,2.685,27331291396,27203639088,82767117.64,0.006912276,0.015767312
AIEQ US,3/6/2019,DEFAULT_FUND_001,108.0623991,109.9001207,105.9934516,108.0177894,284675,4152.15,20.7,2.685,85924943819,92814224831,30749964.19,0.006916036,0.01519743
NVDA US,3/7/2019,bf:1257479,120.6843237,122.7288416,119.7999545,121.2269638,3344401,4137.11,20.93,2.673,29470174492,35725797767,405431579,0.009234056,0.012969354
V US,3/7/2019,bf:2237801,127.3236532,127.1888451,126.1996907,126.381986,1931744,4137.11,20.93,2.673,79042208409,99895112796,244137643.2,-0.011453123,0.013378064
LLY US,3/7/2019,bf:1257479,100.2620477,100.6294191,98.94358721,99.64605555,4707228,4137.11,20.93,2.673,41488715259,41341868254,469056702.8,0.010542108,0.013195092
BIO US,3/7/2019,bf:1475721,101.4929564,103.1880797,100.7467345,101.6300401,4988536,4137.11,20.93,2.673,88418722996,89859983604,506985113.5,0.010174719,0.006737561
META US,3/7/2019,bf:1914537,104.2876901,104.7793832,103.167725,103.3872764,3345653,4137.11,20.93,2.673,94106261145,97293900349,345897951.6,-0.013211515,0.012369116
AMZN US,3/7/2019,bf:2184853,104.9287419,105.3117021,103.7300839,104.5300833,3209623,4137.11,20.93,2.673,5510093440,5759705260,335502159.4,0.010305732,0.016803868
MSFT US,3/7/2019,bf:1914537,108.0997293,108.3094785,107.7521517,108.0900416,2039484,4137.11,20.93,2.673,53282443317,57593015166,220447910.5,0.007501047,0.010640839
TSLA US,3/7/2019,bf:1257479,98.36436775,100.3445046,98.35355737,98.65242361,4237514,4137.11,20.93,2.673,89349485395,88145432825,418041026.2,0.015992577,0.009157526
HDB US,3/7/2019,DEFAULT_FUND_001,88.9100728,89.94849418,87.98879614,89.37060283,2343772,4137.11,20.93,2.673,55592066432,49682964894,209464316.5,-0.040135327,0.020616043
AMD US,3/7/2019,bf:461839,93.68578748,93.61161686,92.52000761,93.1743166,4152713,4137.11,20.93,2.673,46204858795,43051061419,386926195.8,0.002264136,0.017510288
ORCL US,3/7/2019,bf:1914537,121.7701002,122.0053705,121.6279383,121.7517841,3207416,4137.11,20.93,2.673,95726501190,1.17E+11,390508620.3,0.0061462,0.024055019
9984 JT,3/7/2019,bf:461753,96.19930139,96.97396175,94.89707814,96.63238072,475342,4137.11,20.93,2.673,45880081463,44335014994,45933429.12,0.033217851,0.017695875
005930 KS,3/7/2019,bf:1098061,104.2876901,104.7793832,103.167725,103.3872764,3345653,4137.11,20.93,2.673,68079492910,70385533527,345897951.6,-0.013211515,0.012369116
BABA US,3/7/2019,bf:1914537,105.1114315,107.2290582,104.2340113,105.3845465,3505091,4137.11,20.93,2.673,57690706794,60797089733,369382425.5,-0.000235369,0.012848027
LMT US,3/7/2019,bf:3356011,84.93540981,85.66134849,83.50685303,85.19294439,3256617,4137.11,20.93,2.673,11189543584,9532701642,277440791,-0.000195343,0.019192935
8TRA GR,3/7/2019,bf:3428225,87.96399094,88.377845,87.36336948,87.50915905,2203361,4137.11,20.93,2.673,90082672070,78830588778,192814268.2,0.010819447,0.020570003
6501 JT,3/7/2019,bf:461753,115.397925,114.6913887,112.9159344,114.430804,1944080,4137.11,20.93,2.673,25362685701,29022725173,222462637.5,0.014557971,0.019235233
GE US,3/7/2019,bf:1922841,101.3388783,102.5913571,101.2028793,101.9428492,3548310,4137.11,20.93,2.673,5163893820,5264220490,361724831.3,-0.01881777,0.010270704
AMT US,3/7/2019,bf:2184853,95.53728364,96.43627829,93.36449894,95.00676212,4884013,4137.11,20.93,2.673,33464151209,31793206534,464014261.3,-0.009354804,0.021551556
NET US,3/7/2019,bf:461839,75.97355413,77.7168401,76.02392969,76.60091076,1018301,4137.11,20.93,2.673,95495861266,73150699465,78002784.03,-0.017263021,0.020050759
SPOT US,3/7/2019,bf:2735887,107.9295405,108.786896,106.0682352,108.029618,4430527,4137.11,20.93,2.673,89064392290,96215922766,478628139.4,7.77E-05,0.006618741
PCOR US,3/7/2019,bf:1632133,98.36436775,100.3445046,98.35355737,98.65242361,4237514,4137.11,20.93,2.673,69587537210,68649791987,418041026.2,0.015992577,0.009157526
JBL US,3/7/2019,bf:1632133,96.58453642,97.60265845,96.48680189,96.60880674,2295666,4137.11,20.93,2.673,64410174563,62225901062,221781552.9,-0.004233426,0.014073292
J US,3/7/2019,bf:1919567,94.92066272,95.037856,93.50782915,94.11284838,1540605,4137.11,20.93,2.673,99432707886,93578953612,144990724.8,0.009977276,0.012558356
INF US,3/7/2019,bf:1922841,112.6050758,113.5016005,111.7891478,112.8826704,5728230,4137.11,20.93,2.673,65914874112,74406470121,646617899.3,0.045162652,0.018410622
XOM US,3/7/2019,bf:461839,86.33318875,87.02778724,86.00542608,86.30147948,2277532,4137.11,20.93,2.673,71144516349,61398770175,196554381.2,0.003846716,0.013154931
CVX US,3/7/2019,bf:3356011,100.2620477,100.6294191,98.94358721,99.64605555,4707228,4137.11,20.93,2.673,54862536446,54668353544,469056702.8,0.010542108,0.013195092
LIN US,3/7/2019,DEFAULT_FUND_001,109.5090596,111.0133244,107.1374684,109.2680247,4678355,4137.11,20.93,2.673,59820060024,65364197952,511194609.6,-0.001238384,0.010799023
APD US,3/7/2019,bf:1183421,112.7947591,114.7489256,111.7320905,112.879622,1094324,4137.11,20.93,2.673,29626813992,33442635650,123526879.5,0.020973643,0.014624425
NEE US,3/7/2019,bf:1914537,96.58453642,97.60265845,96.48680189,96.60880674,2295666,4137.11,20.93,2.673,15564251084,15036437249,221781552.9,-0.004233426,0.014073292
DUK US,3/7/2019,bf:1914537,114.4469473,113.9506185,113.6355219,113.7745378,1523722,4137.11,20.93,2.673,96339399021,1.10E+11,173360766.2,-0.004080349,0.014052564
CAT US,3/7/2019,bf:1249063,96.58453642,97.60265845,96.48680189,96.60880674,2295666,4137.11,20.93,2.673,90327605467,87264421794,221781552.9,-0.004233426,0.014073292
DE US,3/7/2019,bf:1249015,96.0808723,98.57185111,95.23283217,96.67656739,707393,4137.11,20.93,2.673,69379822564,67074030919,68388327.04,0.006619912,0.01153738
KO US,3/7/2019,bf:1249015,114.9036524,117.6355632,113.6628621,115.5557134,4843658,4137.11,20.93,2.673,79751274351,92157154025,559712355.7,-0.013524246,0.014555311
PG US,3/7/2019,bf:1183421,110.6703929,110.5834732,108.1494599,109.6565948,510901,4137.11,20.93,2.673,3436754766,3768628249,56023663.95,-0.017118817,0.009409829
IBM US,3/7/2019,bf:2184853,96.58453642,97.60265845,96.48680189,96.60880674,2295666,4137.11,20.93,2.673,48301801138,46663793711,221781552.9,-0.004233426,0.014073292
SAP GR,3/7/2019,bf:461753,112.7947591,114.7489256,111.7320905,112.879622,1094324,4137.11,20.93,2.673,76087494215,85887275872,123526879.5,0.020973643,0.014624425
CRM US,3/7/2019,bf:461839,95.53728364,96.43627829,93.36449894,95.00676212,4884013,4137.11,20.93,2.673,22424385648,21304682729,464014261.3,-0.009354804,0.021551556
ADBE US,3/7/2019,bf:461839,91.36624917,92.60577668,89.67550807,90.98674986,4761029,4137.11,20.93,2.673,32499919756,29570620694,433190554.7,-0.011763381,0.014012822
INTC US,3/7/2019,bf:1639201,103.4454316,104.3573945,102.3374365,102.720028,3341361,4137.11,20.93,2.673,23930952750,24581881364,343224695.5,0.023611542,0.009506
SMCI US,3/7/2019,bf:461839,93.03330623,94.03685401,92.36704726,93.34715043,5359928,4137.11,20.93,2.673,15137202216,14130146924,500334005.3,-0.022260641,0.021565421
SNPS US,3/7/2019,bf:1183421,106.1044688,106.3953405,104.8649701,105.9138954,1810156,4137.11,20.93,2.673,42040087246,44526294013,191720673.2,0.003129309,0.013721568
ANET US,3/7/2019,bf:461839,104.8312731,105.5718299,104.2176294,104.4779417,3052634,4137.11,20.93,2.673,41958708303,43837594779,318932916.9,0.01053574,0.012671468
ASML US,3/7/2019,bf:461839,123.5100863,124.1293238,121.6976227,122.5098746,5319324,4137.11,20.93,2.673,37515699642,45960436589,651669716.2,-0.020162978,0.012753673
MU US,3/7/2019,bf:1274691,110.4520851,111.1323721,109.7568527,110.9732003,1801194,4137.11,20.93,2.673,16092030026,17857840714,199884262.6,-0.00464321,0.014092743
BOTZ US,3/7/2019,DEFAULT_FUND_001,104.1047804,106.1967443,104.6113812,104.8135867,1587623,4137.11,20.93,2.673,14741800281,15451409622,166404461,0.008174728,0.018256305
AIQ US,3/7/2019,DEFAULT_FUND_001,111.739231,112.3421542,110.721337,111.3658484,963151,4137.11,20.93,2.673,24070375846,26806178280,107262128.3,0.020938265,0.014634084
ROBT US,3/7/2019,DEFAULT_FUND_001,87.60756912,88.95642624,87.34543485,87.60388783,4302402,4137.11,20.93,2.673,47130282575,41287959881,376907142.2,0.007482836,0.014751422
QTUM US,3/7/2019,DEFAULT_FUND_001,95.92053043,97.71765167,94.51714744,96.15746581,1485615,4137.11,20.93,2.673,27331291396,26281077181,142852973.6,-0.034501573,0.015584836
AIEQ US,3/7/2019,DEFAULT_FUND_001,109.7283183,111.0297952,107.4894082,109.6231618,2434510,4137.11,20.93,2.673,85924943819,94193640212,266878683.7,0.014752753,0.01527777
NVDA US,3/8/2019,bf:1257479,122.5776476,125.4043492,120.7632987,122.9869494,5319928,4119.49,22.16,2.655,29470174492,36244468597,654281715.9,0.014413725,0.012993238
V US,3/8/2019,bf:2237801,128.5335153,130.8804274,127.2395057,128.8789482,2411831,4119.49,22.16,2.655,79042208409,1.02E+11,310834242.6,0.019564622,0.013529927
LLY US,3/8/2019,bf:1257479,98.4823596,99.43783549,97.36577655,98.28719131,4277919,4119.49,22.16,2.655,41488715259,40778092938,420464643.2,-0.013730746,0.013531948
BIO US,3/8/2019,bf:1475721,101.0180326,102.9198819,99.84584179,101.1446057,3338356,4119.49,22.16,2.655,88418722996,89430768755,337656701.4,-0.004787929,0.006817585
META US,3/8/2019,bf:1914537,104.0029752,104.5302252,102.6918052,103.0411249,906578,4119.49,22.16,2.655,94106261145,96968150080,93414816.92,-0.003353723,0.012338092
AMZN US,3/8/2019,bf:2184853,103.1285147,102.9600486,101.3859653,102.8560803,167428,4119.49,22.16,2.655,5510093440,5667466131,17220987.81,-0.016144176,0.017008539
MSFT US,3/8/2019,bf:1914537,110.3687947,112.2876842,108.3347968,110.4174978,3523956,4119.49,22.16,2.655,53282443317,58833140698,389106404,0.021304018,0.011175762
TSLA US,3/8/2019,bf:1257479,101.1907088,101.2833115,100.2748828,100.8745553,3493496,4119.49,22.16,2.655,89349485395,90130896040,352404855.4,0.022274918,0.009835168
HDB US,3/8/2019,DEFAULT_FUND_001,89.70526577,90.13938215,88.79604383,89.9646745,2025325,4119.49,22.16,2.655,55592066432,50013221614,182207704.4,0.006625287,0.020604547
AMD US,3/8/2019,bf:461839,92.29154516,93.48404021,91.86656897,93.00650387,2359500,4119.49,22.16,2.655,46204858795,42973523782,219448845.9,-0.001802686,0.017061956
ORCL US,3/8/2019,bf:1914537,114.655514,116.1360318,112.6661537,114.5606995,1861568,4119.49,22.16,2.655,95726501190,1.10E+11,213262532.2,-0.060879607,0.026454993
9984 JT,3/8/2019,bf:461753,95.68257144,97.22052073,94.63395447,95.74228321,3350245,4119.49,22.16,2.655,45880081463,43926637531,320760105.6,-0.009253857,0.017674853
005930 KS,3/8/2019,bf:1098061,104.0029752,104.5302252,102.6918052,103.0411249,906578,4119.49,22.16,2.655,68079492910,70149875317,93414816.92,-0.003353723,0.012338092
BABA US,3/8/2019,bf:1914537,102.9018425,104.7543024,101.1825206,103.2387089,1118863,4119.49,22.16,2.655,57690706794,59559140857,115509971.6,-0.020572139,0.01354229
LMT US,3/8/2019,bf:3356011,84.3367704,85.25570743,83.92380179,84.1967881,3206060,4119.49,22.16,2.655,11189543584,9421236300,269939954.4,-0.011761844,0.019207257
8TRA GR,3/8/2019,bf:3428225,88.52033661,88.77610154,87.71282784,87.8904889,4096047,4119.49,22.16,2.655,90082672070,79174100899,360003573.4,0.004348132,0.020384447
6501 JT,3/8/2019,bf:461753,111.2710808,113.0376883,110.4426242,111.990771,5113890,4119.49,22.16,2.655,25362685701,28403867275,572708484.2,-0.021553842,0.019595735
GE US,3/8/2019,bf:1922841,103.5321466,105.2860179,102.562751,104.1995548,2562432,4119.49,22.16,2.655,5163893820,5380754370,267004273.6,0.021895502,0.010721112
AMT US,3/8/2019,bf:2184853,96.50821457,96.33226446,94.61900087,96.04201716,5047356,4119.49,22.16,2.655,33464151209,32139645845,484758251.5,0.010837705,0.020805346
NET US,3/8/2019,bf:461839,75.78844765,76.91450965,74.96941699,75.47861815,1712706,4119.49,22.16,2.655,95495861266,72078956473,129272682.2,-0.014759554,0.018982975
SPOT US,3/8/2019,bf:2735887,108.0685556,110.0639616,107.2484546,109.0468618,5214887,4119.49,22.16,2.655,89064392290,97121924761,568667061.9,0.009372284,0.006185855
PCOR US,3/8/2019,bf:1632133,101.1907088,101.2833115,100.2748828,100.8745553,3493496,4119.49,22.16,2.655,69587537210,70196118693,352404855.4,0.022274918,0.009835168
JBL US,3/8/2019,bf:1632133,94.0276645,95.97194766,93.89566841,94.57866526,1287225,4119.49,22.16,2.655,64410174563,60918283390,121744022.4,-0.021237979,0.014462404
J US,3/8/2019,bf:1919567,91.23981326,93.4521554,91.93402181,92.0576581,2018790,4119.49,22.16,2.655,99432707886,91535422261,185845079.6,-0.022079478,0.010957646
INF US,3/8/2019,bf:1922841,111.1667536,112.867267,111.3240363,111.8797181,1387986,4119.49,22.16,2.655,65914874112,73745375344,155287482.4,-0.008924616,0.018491455
XOM US,3/8/2019,bf:461839,85.84971203,88.35122401,85.9568689,86.63128985,1871677,4119.49,22.16,2.655,71144516349,61633412168,162145792.7,0.003814324,0.012468819
CVX US,3/8/2019,bf:3356011,98.4823596,99.43783549,97.36577655,98.28719131,4277919,4119.49,22.16,2.655,54862536446,53922846153,420464643.2,-0.013730746,0.013531948
LIN US,3/8/2019,DEFAULT_FUND_001,107.6137463,108.5336496,107.6324178,108.2740329,2126929,4119.49,22.16,2.655,59820060024,64769591454,230291180.5,-0.009138451,0.010854461
APD US,3/8/2019,bf:1183421,112.9578137,114.6866099,112.6543216,114.0501243,1773635,4119.49,22.16,2.655,29626813992,33789418191,202283292.3,0.01031608,0.014056802
NEE US,3/8/2019,bf:1914537,94.0276645,95.97194766,93.89566841,94.57866526,1287225,4119.49,22.16,2.655,15564251084,14720460932,121744022.4,-0.021237979,0.014462404
DUK US,3/8/2019,bf:1914537,113.2711902,114.4247722,112.4222372,113.3626902,934372,4119.49,22.16,2.655,96339399021,1.09E+11,105922923.5,-0.003626425,0.013920137
CAT US,3/8/2019,bf:1249063,94.0276645,95.97194766,93.89566841,94.57866526,1287225,4119.49,22.16,2.655,90327605467,85430643607,121744022.4,-0.021237979,0.014462404
DE US,3/8/2019,bf:1249015,96.31525851,97.44107214,95.60563583,96.96170091,4395433,4119.49,22.16,2.655,69379822564,67271856043,426188659.9,0.002945014,0.011552153
KO US,3/8/2019,bf:1249015,113.6142359,115.2720554,112.5145674,114.63853,1534831,4119.49,22.16,2.655,79751274351,91425688611,175950769.7,-0.00796882,0.014365514
PG US,3/8/2019,bf:1183421,112.5163339,112.7250067,109.626681,111.6012758,5317584,4119.49,22.16,2.655,3436754766,3835462167,593449158.7,0.017578865,0.009719873
IBM US,3/8/2019,bf:2184853,94.0276645,95.97194766,93.89566841,94.57866526,1287225,4119.49,22.16,2.655,48301801138,45683198811,121744022.4,-0.021237979,0.014462404
SAP GR,3/8/2019,bf:461753,112.9578137,114.6866099,112.6543216,114.0501243,1773635,4119.49,22.16,2.655,76087494215,86777881745,202283292.3,0.01031608,0.014056802
CRM US,3/8/2019,bf:461839,96.50821457,96.33226446,94.61900087,96.04201716,5047356,4119.49,22.16,2.655,22424385648,21536832311,484758251.5,0.010837705,0.020805346
ADBE US,3/8/2019,bf:461839,90.31209355,90.87469185,89.86377205,90.00728947,1319024,4119.49,22.16,2.655,32499919756,29252296851,118721775,-0.010823229,0.013731021
INTC US,3/8/2019,bf:1639201,102.5309742,104.8612403,103.2702331,103.4596263,1637500,4119.49,22.16,2.655,23930952750,24758874285,169415138.1,0.00717434,0.009436563
SMCI US,3/8/2019,bf:461839,92.37080526,92.91779523,91.9444084,92.39483519,3637032,4119.49,22.16,2.655,15137202216,13985993040,336042972.2,-0.010254263,0.020772453
SNPS US,3/8/2019,bf:1183421,105.6863886,107.8156118,104.6203705,105.8722903,4281062,4119.49,22.16,2.655,42040087246,44508803226,453245839,-0.000392896,0.013732504
ANET US,3/8/2019,bf:461839,105.7745464,106.4538496,104.4100975,105.905085,869440,4119.49,22.16,2.655,41958708303,44436405701,92078117.12,0.013567304,0.012449379
ASML US,3/8/2019,bf:461839,128.8938166,129.5822055,125.6706355,128.115149,4067813,4119.49,22.16,2.655,37515699642,48063294487,521148468.5,0.044737825,0.014556934
MU US,3/8/2019,bf:1274691,113.5325288,114.9249288,111.8773354,112.7542137,3300518,4119.49,22.16,2.655,16092030026,18144441919,372147311.8,0.015921616,0.014007899
BOTZ US,3/8/2019,DEFAULT_FUND_001,105.6029949,105.3179064,103.8086632,104.6046552,2497361,4119.49,22.16,2.655,14741800281,15420609360,261235586.4,-0.001995352,0.018098867
AIQ US,3/8/2019,DEFAULT_FUND_001,115.3929795,117.3059485,113.3417472,115.2326599,3016935,4119.49,22.16,2.655,24070375846,27736934331,347649444.7,0.034132501,0.01553867
ROBT US,3/8/2019,DEFAULT_FUND_001,87.59971781,88.36631304,87.25230941,88.189418,282446,4119.49,22.16,2.655,47130282575,41563921906,24908748.36,0.0066616,0.014337455
QTUM US,3/8/2019,DEFAULT_FUND_001,94.19728364,95.52259905,94.16908745,94.90861817,1458915,4119.49,22.16,2.655,27331291396,25939750992,138463606.7,-0.013072602,0.015715433
AIEQ US,3/8/2019,DEFAULT_FUND_001,109.6339229,110.7237029,108.7312632,108.9892826,5056214,4119.49,22.16,2.655,85924943819,93648979821,551073136.4,-0.00579913,0.015376346
NVDA US,3/11/2019,bf:1257479,121.9496163,123.3625648,121.0447868,122.1314059,1904921,4153.41,19.87,2.639,29470174492,35992338414,232650679.8,-0.006980685,0.012825436
V US,3/11/2019,bf:2237801,127.2719571,129.0637148,127.3834011,127.6250325,2374475,4153.41,19.87,2.639,79042208409,1.01E+11,303042449.1,-0.009777047,0.013758446
LLY US,3/11/2019,bf:1257479,100.5426318,101.2045538,99.33777005,100.3589431,793957,4153.41,19.87,2.639,41488715259,41637636155,79680685.41,0.020859474,0.01378472
BIO US,3/11/2019,bf:1475721,101.1551497,103.2409274,99.46250487,101.3741134,2468968,4153.41,19.87,2.639,88418722996,89633696560,250289442.1,0.002266534,0.006814245
META US,3/11/2019,bf:1914537,104.1396575,105.2583702,104.1336218,104.7327297,1820817,4153.41,19.87,2.639,94106261145,98560056072,190699134.6,0.016283494,0.012683245
AMZN US,3/11/2019,bf:2184853,100.1273617,101.6142831,99.89721297,100.6568512,3683339,4153.41,19.87,2.639,5510093440,5546286555,370753305.6,-0.021613513,0.017346187
MSFT US,3/11/2019,bf:1914537,110.2179851,112.357517,110.7188055,111.0223519,405833,4153.41,19.87,2.639,53282443317,59155421709,45056534.13,0.005462933,0.011130485
TSLA US,3/11/2019,bf:1257479,101.8757048,102.5775095,100.4222932,101.4261153,3850716,4153.41,19.87,2.639,89349485395,90623712046,390563164.9,0.005452887,0.0098268
HDB US,3/11/2019,DEFAULT_FUND_001,87.11422084,88.60488113,86.77058557,87.71763914,4984323,4153.41,19.87,2.639,55592066432,48764048226,437213046.3,-0.025294078,0.020581095
AMD US,3/11/2019,bf:461839,94.78009623,94.34614041,93.35998757,94.21949687,2186539,4153.41,19.87,2.639,46204858795,43533985484,206014604.5,0.012957708,0.016890662
ORCL US,3/11/2019,bf:1914537,116.3871284,117.2143023,113.8855435,115.8614795,2703769,4153.41,19.87,2.639,95726501190,1.11E+11,313262676.6,0.011290527,0.026288506
